"original_Location","lat","lon","formatted","district","county_code","city","name","county","state","state_code","country","country_code","confidence","attribution","attribution_license","attribution_url"
"Boa Viagem Beach, Recife",-8.141634,-34.903472,"Avenida Boa Viagem, Recife - Northeast, Brazil","Recife",,"Recife",,"Pernambuco","Northeast",,"Brazil","br",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Target Beach",-35.0715746,150.7828872947839,"Target Beach, Bindijine, NSW, Australia",,,"Bindijine","Target Beach",,"New South Wales","NSW","Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Halewia, Oahu",34.00289,-85.939222,"Halewia Drive, Etowah County, AL, United States of America",,,,,"Etowah County","Alabama","AL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"North Pass, Fakarava",50.864234,0.600932,"North Passage, Hastings, United Kingdom",,"ESX","Hastings",,"East Sussex","England","ENG","United Kingdom","gb",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Jensen Beach, Martin County",27.22089615,-80.25567726584178,"Jensen Beach, Stuart, FL, United States of America","Jensen Beach",,"Stuart","Jensen Beach","Martin County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
,,,,,,,,,,,,,,,,
"Ship's Graveyard off Point Lonsdale",,,,,,,,,,,,,,,,
"Duranbah",-28.3069529,153.5218903,"Duranbah NSW 2487, Australia",,,"Duranbah",,,"New South Wales","NSW","Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Fort James Beach",17.13484855,-61.86072382883066,"Fort James Beach, St. John's, Antigua, Antigua and Barbuda",,,"St. John's","Fort James Beach",,"Antigua",,"Antigua and Barbuda","ag",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Samoa Beach, Humboldt County",40.814998,-124.189865,"Samoa, CA, United States of America",,,"Samoa",,"Humboldt County","California","CA","United States","us",0,,,"https://www.whosonfirst.org/docs/licenses/"
"Fantome Island",-18.687227749999998,146.51944492779182,"Fantome Island, Palm Island Aboriginal Shire, Palm Island, Australia","Palm Island",,"Palm Island Aboriginal Shire","Fantome Island",,"Queensland","QLD","Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Myrtle Beach, Horry County",33.6956461,-78.8900409,"Myrtle Beach, SC 29577, United States of America",,,"Myrtle Beach",,"Horry County","South Carolina","SC","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Mustang Island, Nueces County",27.739476,-97.1316551,"Mustang Island, Corpus Christi, TX, United States of America",,,"Corpus Christi","Mustang Island","Nueces County","Texas","TX","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Matagorda Beach",28.6036296,-95.9652448,"Beach Road, Matagorda County, TX, United States of America",,,,"Beach Road","Matagorda County","Texas","TX","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Tallow Beach, Byron Bay",-28.669747299999997,153.62080870521265,"Tallow Beach, Byron Bay NSW 2481, Australia",,,"Byron Bay","Tallow Beach",,"New South Wales","NSW","Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Off Perforated Island near Coffin Bay",35.814752,-75.56422,"Off-island Trail, Dare County, NC, United States of America",,,,,"Dare County","North Carolina","NC","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Manzanillo, Revillagigedo Islands",18.79274175,-110.98203134657055,"Revillagigedo Islands, Tecomán, Mexico",,,,"Revillagigedo Islands","Tecomán","Colima","COL","Mexico","mx",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Surf Beach, Vandenberg AFB, Santa Barbara County",-33.858905,121.037679,"Surf Beach, Coomalbidgup WA, Australia",,,"Coomalbidgup",,"Esperance","Western Australia","WA","Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Melkbaai, Strand",-34.0994444,18.8108333,"Melkbaai, Cape Town Ward 109, Strand, 7130, South Africa",,,"Strand","Melkbaai","City of Cape Town","Western Cape","WC","South Africa","za",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Fraser's Reef",-25.2942219,152.8322163,"Reef Avenue, Urraween QLD 4655, Australia","Urraween",,"Hervey Bay","Reef Avenue",,"Queensland","QLD","Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Avoca Beach",-33.465,151.4344444,"Avoca Beach, Central Coast Council, NSW, Australia",,,"Central Coast Council",,,"New South Wales","NSW","Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Loch Lomond, Marin County",37.9723854,-122.4822441,"Loch Lomond Yacht Harbor, San Rafael, CA 94964, United States of America",,,"San Rafael","Loch Lomond Yacht Harbor","Marin County","California","CA","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Jogensfontein, Stilbaai",,,,,,,,,,,,,,,,
"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,"New Smyrna Beach, New Smyrna Beach, FL, United States of America",,,"New Smyrna Beach",,"Volusia County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Off Tower Hill",8.4762873,-13.2326386,"Off Crocker Lane, Freetown, Sierra Leone","Upper Sorie Town",,"Freetown","Off Crocker Lane",,"Western Area Urban",,"Sierra Leone","sl",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"near Schouten Island",54.941748450000006,-160.04732537941425,"Near Island, Aleutians East, AK, United States of America",,,,"Near Island","Aleutians East","Alaska","AK","United States","us",,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Plettenberg Bay",-34.052778,23.369444,"Plettenberg Bay, Bitou Local Municipality, 6600, South Africa",,,"Bitou Local Municipality","Plettenberg Bay","Garden Route District Municipality","Western Cape","WC","South Africa","za",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Surf Beach, Lompoc, Santa Barbara County",34.663885,-120.47076,"Lompoc, CA, United States of America",,,"Lompoc",,"Santa Barbara County","California","CA","United States","us",0,,,"https://www.whosonfirst.org/docs/licenses/"
"Lundy Island",-34.0637952,23.3703583,"Lundy Island Avenue, Piesangvallei, Bitou Local Municipality, 6600, South Africa",,,"Bitou Local Municipality","Lundy Island Avenue","Garden Route District Municipality","Western Cape","WC","South Africa","za",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Playa Teta",8.5068135,-79.91722068910133,"Playa Teta, Distrito San Carlos, Panamá Oeste, Panama",,,"Distrito San Carlos","Playa Teta",,"Panamá Oeste",,"Panama","pa",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Playalinda Beach, Canaveral National Seashore, Brevard County",28.677456,-80.648479,"Playalinda Road, Brevard County, FL, United States of America",,,,,"Brevard County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Isle of Palms, Charleston County",32.7867697,-79.7880359,"Isle of Palms, SC 29451, United States of America",,,"Isle of Palms",,"Charleston County","South Carolina","SC","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Isle of Palms, Charleston County",32.7867697,-79.7880359,"Isle of Palms, SC 29451, United States of America",,,"Isle of Palms",,"Charleston County","South Carolina","SC","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Vilano Beach, St.  Johns County",29.9188576,-81.2928499,"Vilano Beach, Saint Augustine, FL, United States of America",,,"Saint Augustine","Vilano Beach","Saint Johns County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Warrnambool",-38.3826241,142.4814191,"Warrnambool VIC 3280, Australia",,,"Warrnambool",,,"Victoria","VIC","Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Tiger Shores Beach, Martin County",49.068347,18.915012,"Martin, Slovakia",,,"Martin",,"Martin","Zilina",,"Slovakia","sk",0,,,"https://www.whosonfirst.org/docs/licenses/"
"Rangiroa",-15.12091315,-147.69545182567657,"Rangiroa, 98775 French Polynesia, France",,,,"Rangiroa",,"French Polynesia",,"France","fr",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Florence, Lane County",43.9800086,-124.1013089,"Florence, OR, United States of America",,,"Florence",,"Lane County","Oregon","OR","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Danger Reef",-45.5103497,170.8233654,"Danger Reef, Shag Point Road, New Zealand",,,,"Danger Reef","Waitaki District","Otago","OTA","New Zealand","nz",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Masonboro Island, New Hanover County",34.1254492,-77.8580398,"Masonboro Island, New Hanover County, NC, United States of America",,,,"Masonboro Island","New Hanover County","North Carolina","NC","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Florida Keys, Monroe County",24.6670875,-81.5831421,"Florida Keys, Monroe County, FL, United States of America",,,,"Florida Keys","Monroe County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Cocoa Beach, Brevard  County",28.3194741,-80.6102592,"Cocoa Beach, Cocoa Beach, FL, United States of America",,,"Cocoa Beach",,"Brevard County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Destin, Walton County",30.377683,-86.3420795,"Destin East Mobile Home Park, Miramar Beach, FL 32550, United States of America",,,"Miramar Beach","Destin East Mobile Home Park","Walton County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Daytona Beach Shores",29.1760933,-80.9828323,"Daytona Beach Shores, FL, United States of America",,,"Daytona Beach Shores",,"Volusia County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Bermagui",-36.4278621,150.0773955,"Bermagui NSW 2546, Australia",,,"Bermagui",,,"New South Wales","NSW","Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Koumac",-20.5613596,164.2811715,"98850 Koumac, France",,,"Koumac",,"North Province",,,"France","fr",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"7 km off Trigg surf beach, Perth",-31.875075,115.755646,"Trigg, Stirling, Australia","Trigg",,"Trigg",,"Stirling","Western Australia","WA","Australia","au",0,,,"https://www.whosonfirst.org/docs/licenses/"
"Bathtub Reef Beach, Martin County",21.784315,-72.220631,"Public Beach Access (Smith's Reef East), Providencales and West Caicos",,,,,,"Providencales and West Caicos",,,"tc",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Near New Smyrna Jetty, Volusia County",29.16859,-81.5209,"Volusia, FL, United States of America",,,"Volusia",,"Volusia County","Florida","FL","United States","us",0,,,"https://www.whosonfirst.org/docs/licenses/"
"Copacabana Beach, Rio de Janiero",-18.491867,-70.326837,"Copacabana, Arica, Chile",,,"Arica",,"Arica","De Tarapaca",,"Chile","cl",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Piedade Beach, Jaboatão dos Guararapes City, Recife",-8.182003,-34.939097,"Nova Piedade, Jaboatão dos Guararapes - Northeast, Brazil","Jaboatão Dos Guararapes",,"Jaboatão dos Guararapes",,"Pernambuco","Northeast",,"Brazil","br",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Shark caught in Indonesia, offloaded to trawler that docked at Samut Prakan, 20 miles south of Bangkok, Thailand",13.881591,100.644533,"Bangkok, Sai Mai, Thailand",,,"Bangkok",,"Sai Mai","Bangkok",,"Thailand","th",0,,,"https://www.whosonfirst.org/docs/licenses/"
"Darwin",-12.46044,130.8410469,"Darwin 0800, Australia",,,"Darwin","Darwin","City of Darwin",,,"Australia","au",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Between St. Maarten & Anguilla",6.8088078,-58.1635047,"Delegation of the European Union (EU), 11 Sendall Place, City of Georgetown, Guyana","Stabroek",,"City of Georgetown","Delegation of the European Union (EU)","City of Georgetown","Demerara-Mahaica","DE","Guyana","gy",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Coco Beach, Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach)",49.482441,8.251928,"In den Bellen 3 3, 67134 Birkenheide, Germany","Maxdorf",,"Birkenheide",,"Rhein-Pfalz-Kreis","Rhineland-Palatinate",,"Germany","de",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Big Pine Key, Monroe County",24.68926855,-81.36890042063636,"Big Pine Key, FL 33043, United States of America",,,"Big Pine Key","Big Pine Key","Monroe County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Smyrna Dunes Park, New Smyrna Beach, Volusia County",29.0682964,-80.91369838288082,"Smyrna Dunes Park, New Smyrna Beach, FL, United States of America",,,"New Smyrna Beach","Smyrna Dunes Park","Volusia County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Mont Dore",45.5749966,2.8094117,"63240 Mont-Dore, France",,,"Mont-Dore",,"Puy-de-Dôme","Auvergne-Rhône-Alpes","ARA","France","fr",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Daytona Beach, Volusia County",29.2108147,-81.0228331,"Daytona Beach, FL, United States of America",,,"Daytona Beach",,"Volusia County","Florida","FL","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",36.122396,-79.835621,"Jaycee Park, 3899 Jaycee Park Drive, Greensboro, NC 27455, United States of America",,,"Greensboro","Jaycee Park","Guilford County","North Carolina","NC","United States","us",0,"© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright"
